Neighborhood,Date,Year,Month,Day of Month,Day of Week,Category 1,Category 2,Category 3,Category 4
Buckhead Forest,8/30/18,18,8,30,3,0,0,0,0
Buckhead Forest,8/31/18,18,8,31,4,0,0,0,0
Buckhead Forest,9/1/18,18,9,1,5,0,0,0,1
Buckhead Forest,9/2/18,18,9,2,6,0,0,0,1
Buckhead Forest,9/3/18,18,9,3,0,0,0,0,0
Buckhead Forest,9/4/18,18,9,4,1,0,0,0,0
Buckhead Forest,9/5/18,18,9,5,2,0,0,0,0
Buckhead Forest,9/6/18,18,9,6,3,0,0,0,1
Buckhead Forest,9/7/18,18,9,7,4,0,0,0,0
Buckhead Forest,9/8/18,18,9,8,5,0,0,0,0
Buckhead Forest,9/9/18,18,9,9,6,0,0,0,0
Buckhead Forest,9/10/18,18,9,10,0,0,0,0,0
Buckhead Forest,9/11/18,18,9,11,1,0,0,0,0
Buckhead Forest,9/12/18,18,9,12,2,0,0,1,1
Buckhead Forest,9/13/18,18,9,13,3,0,0,0,1
Buckhead Forest,9/14/18,18,9,14,4,0,0,0,1
Buckhead Forest,9/15/18,18,9,15,5,0,0,0,2
Buckhead Forest,9/16/18,18,9,16,6,0,0,0,0
Buckhead Forest,9/17/18,18,9,17,0,0,0,0,0
Buckhead Forest,9/18/18,18,9,18,1,0,0,0,0
Buckhead Forest,9/19/18,18,9,19,2,0,0,0,0
Buckhead Forest,9/20/18,18,9,20,3,0,0,0,1
Buckhead Forest,9/21/18,18,9,21,4,0,0,0,0
Buckhead Forest,9/22/18,18,9,22,5,0,0,1,0
Buckhead Forest,9/23/18,18,9,23,6,0,0,0,1
Buckhead Forest,9/24/18,18,9,24,0,0,0,1,0
Buckhead Forest,9/25/18,18,9,25,1,0,0,0,0
Buckhead Forest,9/26/18,18,9,26,2,0,0,0,1
Buckhead Forest,9/27/18,18,9,27,3,0,0,0,0
Buckhead Forest,9/28/18,18,9,28,4,0,0,0,1
Buckhead Forest,9/29/18,18,9,29,5,0,0,0,0
Buckhead Forest,9/30/18,18,9,30,6,0,0,0,0
Buckhead Forest,10/1/18,18,10,1,0,0,0,0,0
Buckhead Forest,10/2/18,18,10,2,1,0,0,0,0
Buckhead Forest,10/3/18,18,10,3,2,0,0,0,0
Buckhead Forest,10/4/18,18,10,4,3,0,0,0,1
Buckhead Forest,10/5/18,18,10,5,4,0,0,0,0
Buckhead Forest,10/6/18,18,10,6,5,0,0,0,1
Buckhead Forest,10/7/18,18,10,7,6,0,0,0,2
Buckhead Forest,10/8/18,18,10,8,0,0,0,1,0
Buckhead Forest,10/9/18,18,10,9,1,0,0,0,0
Buckhead Forest,10/10/18,18,10,10,2,0,0,0,0
Buckhead Forest,10/11/18,18,10,11,3,0,0,1,0
Buckhead Forest,10/12/18,18,10,12,4,0,0,0,0
Buckhead Forest,10/13/18,18,10,13,5,0,0,0,0
Buckhead Forest,10/14/18,18,10,14,6,0,0,0,0
Buckhead Forest,10/15/18,18,10,15,0,0,0,0,0
Buckhead Forest,10/16/18,18,10,16,1,0,0,0,0
Buckhead Forest,10/17/18,18,10,17,2,0,0,0,0
Buckhead Forest,10/18/18,18,10,18,3,0,0,0,0
Buckhead Forest,10/19/18,18,10,19,4,0,0,0,0
Buckhead Forest,10/20/18,18,10,20,5,0,0,0,1
Buckhead Forest,10/21/18,18,10,21,6,0,0,0,1
Buckhead Forest,10/22/18,18,10,22,0,0,0,0,0
Buckhead Forest,10/23/18,18,10,23,1,0,0,0,0
Buckhead Forest,10/24/18,18,10,24,2,0,0,0,0
Buckhead Forest,10/25/18,18,10,25,3,0,0,0,0
Buckhead Forest,10/26/18,18,10,26,4,0,0,0,0
Buckhead Forest,10/27/18,18,10,27,5,0,0,0,1
Buckhead Forest,10/28/18,18,10,28,6,0,0,0,1
Buckhead Forest,10/29/18,18,10,29,0,0,0,0,0
Buckhead Forest,10/30/18,18,10,30,1,0,0,0,1
Buckhead Forest,10/31/18,18,10,31,2,0,0,0,0
Buckhead Forest,11/1/18,18,11,1,3,0,0,0,1
Buckhead Forest,11/2/18,18,11,2,4,0,0,0,0
Buckhead Forest,11/3/18,18,11,3,5,0,0,0,0
Buckhead Forest,11/4/18,18,11,4,6,0,0,0,0
Buckhead Forest,11/5/18,18,11,5,0,0,0,0,1
Buckhead Forest,11/6/18,18,11,6,1,0,0,0,0
Buckhead Forest,11/7/18,18,11,7,2,0,0,0,0
Buckhead Forest,11/8/18,18,11,8,3,0,0,0,0
Buckhead Forest,11/9/18,18,11,9,4,0,0,0,0
Buckhead Forest,11/10/18,18,11,10,5,0,0,0,0
Buckhead Forest,11/11/18,18,11,11,6,0,0,0,0
Buckhead Forest,11/12/18,18,11,12,0,0,0,0,1
Buckhead Forest,11/13/18,18,11,13,1,0,0,0,1
Buckhead Forest,11/14/18,18,11,14,2,0,0,0,1
Buckhead Forest,11/15/18,18,11,15,3,0,0,1,1
Buckhead Forest,11/16/18,18,11,16,4,0,0,0,2
Buckhead Forest,11/17/18,18,11,17,5,0,0,0,1
Buckhead Forest,11/18/18,18,11,18,6,0,0,0,0
Buckhead Forest,11/19/18,18,11,19,0,0,0,0,0
Buckhead Forest,11/20/18,18,11,20,1,0,0,0,1
Buckhead Forest,11/21/18,18,11,21,2,0,0,1,0
Buckhead Forest,11/22/18,18,11,22,3,0,0,0,0
Buckhead Forest,11/23/18,18,11,23,4,0,0,0,1
Buckhead Forest,11/24/18,18,11,24,5,0,0,0,0
Buckhead Forest,11/25/18,18,11,25,6,0,0,0,0
Buckhead Forest,11/26/18,18,11,26,0,0,0,0,1
Buckhead Forest,11/27/18,18,11,27,1,0,0,0,1
Buckhead Forest,11/28/18,18,11,28,2,0,0,0,0
Buckhead Forest,11/29/18,18,11,29,3,0,0,0,2
Buckhead Forest,11/30/18,18,11,30,4,0,0,0,0
Buckhead Forest,12/1/18,18,12,1,5,0,0,0,0
Buckhead Forest,12/2/18,18,12,2,6,0,0,1,0
Buckhead Forest,12/3/18,18,12,3,0,0,0,0,0
Buckhead Forest,12/4/18,18,12,4,1,0,0,0,0
Buckhead Forest,12/5/18,18,12,5,2,0,0,0,0
Buckhead Forest,12/6/18,18,12,6,3,0,0,0,0
Buckhead Forest,12/7/18,18,12,7,4,0,1,0,2
Buckhead Forest,12/8/18,18,12,8,5,0,0,0,1
Buckhead Forest,12/9/18,18,12,9,6,0,0,0,0
Buckhead Forest,12/10/18,18,12,10,0,0,0,0,0
Buckhead Forest,12/11/18,18,12,11,1,0,0,0,0
Buckhead Forest,12/12/18,18,12,12,2,0,0,0,1
Buckhead Forest,12/13/18,18,12,13,3,0,0,0,0
Buckhead Forest,12/14/18,18,12,14,4,0,0,0,4
Buckhead Forest,12/15/18,18,12,15,5,0,0,0,0
Buckhead Forest,12/16/18,18,12,16,6,0,0,0,1
Buckhead Forest,12/17/18,18,12,17,0,0,0,0,0
Buckhead Forest,12/18/18,18,12,18,1,0,0,0,1
Buckhead Forest,12/19/18,18,12,19,2,0,0,0,0
Buckhead Forest,12/20/18,18,12,20,3,0,0,0,1
Buckhead Forest,12/21/18,18,12,21,4,0,0,0,0
Buckhead Forest,12/22/18,18,12,22,5,0,0,0,0
Buckhead Forest,12/23/18,18,12,23,6,0,0,0,0
Buckhead Forest,12/24/18,18,12,24,0,0,0,0,0
Buckhead Forest,12/25/18,18,12,25,1,0,0,0,1
Buckhead Forest,12/26/18,18,12,26,2,0,0,2,0
Buckhead Forest,12/27/18,18,12,27,3,0,0,0,0
Buckhead Forest,12/28/18,18,12,28,4,0,0,0,0
Buckhead Forest,12/29/18,18,12,29,5,0,0,1,0
Buckhead Forest,12/30/18,18,12,30,6,0,0,0,0
Buckhead Forest,12/31/18,18,12,31,0,0,0,0,0
Marietta Street Artery,1/1/18,18,1,1,0,0,0,0,0
Marietta Street Artery,1/2/18,18,1,2,1,0,0,0,1
Marietta Street Artery,1/3/18,18,1,3,2,0,0,0,0
Marietta Street Artery,1/4/18,18,1,4,3,0,0,0,0
Marietta Street Artery,1/5/18,18,1,5,4,0,0,0,0
Marietta Street Artery,1/6/18,18,1,6,5,0,0,0,0
Marietta Street Artery,1/7/18,18,1,7,6,0,0,0,0
Marietta Street Artery,1/8/18,18,1,8,0,0,0,0,1
Marietta Street Artery,1/9/18,18,1,9,1,0,0,0,2
Marietta Street Artery,1/10/18,18,1,10,2,0,0,0,0
Marietta Street Artery,1/11/18,18,1,11,3,0,0,0,0
Marietta Street Artery,1/12/18,18,1,12,4,0,0,0,1
Marietta Street Artery,1/13/18,18,1,13,5,0,0,0,0
Marietta Street Artery,1/14/18,18,1,14,6,0,0,0,0
Marietta Street Artery,1/15/18,18,1,15,0,0,0,0,0
Marietta Street Artery,1/16/18,18,1,16,1,0,0,0,0
Marietta Street Artery,1/17/18,18,1,17,2,0,0,0,0
Marietta Street Artery,1/18/18,18,1,18,3,0,1,0,1
Marietta Street Artery,1/19/18,18,1,19,4,0,0,0,1
Marietta Street Artery,1/20/18,18,1,20,5,0,0,0,0
Marietta Street Artery,1/21/18,18,1,21,6,0,0,0,0
Marietta Street Artery,1/22/18,18,1,22,0,0,0,0,0
Marietta Street Artery,1/23/18,18,1,23,1,0,0,0,1
Marietta Street Artery,1/24/18,18,1,24,2,0,0,0,0
Marietta Street Artery,1/25/18,18,1,25,3,0,0,0,0
Marietta Street Artery,1/26/18,18,1,26,4,0,0,0,0
Marietta Street Artery,1/27/18,18,1,27,5,0,0,0,1
Marietta Street Artery,1/28/18,18,1,28,6,0,0,0,1
Marietta Street Artery,1/29/18,18,1,29,0,0,0,0,0
Marietta Street Artery,1/30/18,18,1,30,1,0,0,0,0
Marietta Street Artery,1/31/18,18,1,31,2,0,0,0,0
Marietta Street Artery,2/1/18,18,2,1,3,0,0,0,1
Marietta Street Artery,2/2/18,18,2,2,4,0,0,0,0
Marietta Street Artery,2/3/18,18,2,3,5,0,0,0,0
Marietta Street Artery,2/4/18,18,2,4,6,0,0,0,0
Marietta Street Artery,2/5/18,18,2,5,0,0,0,1,0
Marietta Street Artery,2/6/18,18,2,6,1,0,0,0,1
Marietta Street Artery,2/7/18,18,2,7,2,0,0,0,0
Marietta Street Artery,2/8/18,18,2,8,3,0,0,0,1
Marietta Street Artery,2/9/18,18,2,9,4,0,0,0,0
Marietta Street Artery,2/10/18,18,2,10,5,0,0,0,1
Marietta Street Artery,2/11/18,18,2,11,6,0,0,0,0
Marietta Street Artery,2/12/18,18,2,12,0,0,0,0,0
Marietta Street Artery,2/13/18,18,2,13,1,0,0,0,2
Marietta Street Artery,2/14/18,18,2,14,2,0,0,0,0
Marietta Street Artery,2/15/18,18,2,15,3,0,0,0,0
Marietta Street Artery,2/16/18,18,2,16,4,0,0,0,0
Marietta Street Artery,2/17/18,18,2,17,5,0,0,0,1
Marietta Street Artery,2/18/18,18,2,18,6,0,0,0,1
Marietta Street Artery,2/19/18,18,2,19,0,0,0,0,1
Marietta Street Artery,2/20/18,18,2,20,1,0,0,0,2
Marietta Street Artery,2/21/18,18,2,21,2,0,0,0,0
Marietta Street Artery,2/22/18,18,2,22,3,0,0,0,1
Marietta Street Artery,2/23/18,18,2,23,4,0,0,0,0
Marietta Street Artery,2/24/18,18,2,24,5,0,0,0,0
Marietta Street Artery,2/25/18,18,2,25,6,0,0,0,0
Marietta Street Artery,2/26/18,18,2,26,0,0,0,0,0
Marietta Street Artery,2/27/18,18,2,27,1,0,0,0,0
Marietta Street Artery,2/28/18,18,2,28,2,0,0,0,0
Marietta Street Artery,3/1/18,18,3,1,3,0,0,0,0
Marietta Street Artery,3/2/18,18,3,2,4,0,0,0,1
Marietta Street Artery,3/3/18,18,3,3,5,0,0,0,1
Marietta Street Artery,3/4/18,18,3,4,6,0,0,0,0
Marietta Street Artery,3/5/18,18,3,5,0,0,0,0,0
Marietta Street Artery,3/6/18,18,3,6,1,0,0,0,0
Marietta Street Artery,3/7/18,18,3,7,2,0,0,0,0
Marietta Street Artery,3/8/18,18,3,8,3,0,0,0,1
Marietta Street Artery,3/9/18,18,3,9,4,0,0,0,0
Marietta Street Artery,3/10/18,18,3,10,5,0,0,0,1
Marietta Street Artery,3/11/18,18,3,11,6,0,0,0,0
Marietta Street Artery,3/12/18,18,3,12,0,0,0,0,0
Marietta Street Artery,3/13/18,18,3,13,1,0,0,0,0
Marietta Street Artery,3/14/18,18,3,14,2,0,0,0,2
Marietta Street Artery,3/15/18,18,3,15,3,0,0,0,1
Marietta Street Artery,3/16/18,18,3,16,4,0,0,0,0
Marietta Street Artery,3/17/18,18,3,17,5,0,1,0,1
Marietta Street Artery,3/18/18,18,3,18,6,0,0,0,0
Marietta Street Artery,3/19/18,18,3,19,0,0,0,0,2
Marietta Street Artery,3/20/18,18,3,20,1,0,0,0,0
Marietta Street Artery,3/21/18,18,3,21,2,0,0,0,1
Marietta Street Artery,3/22/18,18,3,22,3,0,0,1,0
Marietta Street Artery,3/23/18,18,3,23,4,0,0,0,0
Marietta Street Artery,3/24/18,18,3,24,5,0,0,0,2
Marietta Street Artery,3/25/18,18,3,25,6,0,0,0,1
Marietta Street Artery,3/26/18,18,3,26,0,0,0,0,0
Marietta Street Artery,3/27/18,18,3,27,1,0,0,0,0
Marietta Street Artery,3/28/18,18,3,28,2,0,0,0,4
Marietta Street Artery,3/29/18,18,3,29,3,0,0,0,0
Marietta Street Artery,3/30/18,18,3,30,4,0,0,0,0
Marietta Street Artery,3/31/18,18,3,31,5,0,0,0,0
Marietta Street Artery,4/1/18,18,4,1,6,0,0,0,0
Marietta Street Artery,4/2/18,18,4,2,0,0,0,0,0
Marietta Street Artery,4/3/18,18,4,3,1,0,0,0,0
Marietta Street Artery,4/4/18,18,4,4,2,0,0,0,1
Marietta Street Artery,4/5/18,18,4,5,3,0,0,0,0
Marietta Street Artery,4/6/18,18,4,6,4,0,0,0,0
Marietta Street Artery,4/7/18,18,4,7,5,0,0,0,1
Marietta Street Artery,4/8/18,18,4,8,6,0,0,0,0
Marietta Street Artery,4/9/18,18,4,9,0,0,0,0,0
Marietta Street Artery,4/10/18,18,4,10,1,0,0,0,0
Marietta Street Artery,4/11/18,18,4,11,2,0,0,0,0
Marietta Street Artery,4/12/18,18,4,12,3,0,0,0,0
Marietta Street Artery,4/13/18,18,4,13,4,0,0,0,0
Marietta Street Artery,4/14/18,18,4,14,5,0,0,0,0
Marietta Street Artery,4/15/18,18,4,15,6,0,0,0,0
Marietta Street Artery,4/16/18,18,4,16,0,0,0,0,0
Marietta Street Artery,4/17/18,18,4,17,1,0,0,0,0
Marietta Street Artery,4/18/18,18,4,18,2,0,0,1,0
Marietta Street Artery,4/19/18,18,4,19,3,0,0,2,1
Marietta Street Artery,4/20/18,18,4,20,4,0,0,0,0
Marietta Street Artery,4/21/18,18,4,21,5,0,0,0,0
Marietta Street Artery,4/22/18,18,4,22,6,0,0,0,0
Marietta Street Artery,4/23/18,18,4,23,0,0,0,0,1
Marietta Street Artery,4/24/18,18,4,24,1,0,0,0,2
Marietta Street Artery,4/25/18,18,4,25,2,0,0,0,0
Marietta Street Artery,4/26/18,18,4,26,3,0,0,0,0
Marietta Street Artery,4/27/18,18,4,27,4,0,0,0,2
Marietta Street Artery,4/28/18,18,4,28,5,0,0,0,1
Marietta Street Artery,4/29/18,18,4,29,6,0,0,0,0
Marietta Street Artery,4/30/18,18,4,30,0,0,0,0,0
Marietta Street Artery,5/1/18,18,5,1,1,0,0,0,1
Marietta Street Artery,5/2/18,18,5,2,2,0,0,0,0
Marietta Street Artery,5/3/18,18,5,3,3,0,0,0,1
Marietta Street Artery,5/4/18,18,5,4,4,0,0,0,0
Marietta Street Artery,5/5/18,18,5,5,5,0,0,0,1
Marietta Street Artery,5/6/18,18,5,6,6,0,0,0,0
Marietta Street Artery,5/7/18,18,5,7,0,0,0,0,0
Marietta Street Artery,5/8/18,18,5,8,1,0,0,0,0
Marietta Street Artery,5/9/18,18,5,9,2,0,0,0,0
Marietta Street Artery,5/10/18,18,5,10,3,0,0,0,1
Marietta Street Artery,5/11/18,18,5,11,4,0,0,0,1
Marietta Street Artery,5/12/18,18,5,12,5,0,0,0,0
Marietta Street Artery,5/13/18,18,5,13,6,0,0,0,0
Marietta Street Artery,5/14/18,18,5,14,0,0,0,0,1
Marietta Street Artery,5/15/18,18,5,15,1,0,0,0,1
Marietta Street Artery,5/16/18,18,5,16,2,0,0,0,1
Marietta Street Artery,5/17/18,18,5,17,3,0,0,0,0
Marietta Street Artery,5/18/18,18,5,18,4,0,0,0,1
Marietta Street Artery,5/19/18,18,5,19,5,0,0,0,0
Marietta Street Artery,5/20/18,18,5,20,6,0,0,0,0
Marietta Street Artery,5/21/18,18,5,21,0,0,0,0,0
Marietta Street Artery,5/22/18,18,5,22,1,0,0,1,0
Marietta Street Artery,5/23/18,18,5,23,2,0,0,0,0
Marietta Street Artery,5/24/18,18,5,24,3,0,0,0,2
Marietta Street Artery,5/25/18,18,5,25,4,0,0,0,0
Marietta Street Artery,5/26/18,18,5,26,5,0,0,0,0
Marietta Street Artery,5/27/18,18,5,27,6,0,0,0,0
Marietta Street Artery,5/28/18,18,5,28,0,0,0,0,0
Marietta Street Artery,5/29/18,18,5,29,1,0,0,0,2
Marietta Street Artery,5/30/18,18,5,30,2,0,0,0,2
Marietta Street Artery,5/31/18,18,5,31,3,0,0,0,0
Marietta Street Artery,6/1/18,18,6,1,4,0,0,0,0
Marietta Street Artery,6/2/18,18,6,2,5,0,0,0,2
Marietta Street Artery,6/3/18,18,6,3,6,0,0,0,0
Marietta Street Artery,6/4/18,18,6,4,0,0,0,0,0
Marietta Street Artery,6/5/18,18,6,5,1,0,0,0,1
Marietta Street Artery,6/6/18,18,6,6,2,0,0,0,1
Marietta Street Artery,6/7/18,18,6,7,3,0,0,0,0
Marietta Street Artery,6/8/18,18,6,8,4,0,0,1,2
Marietta Street Artery,6/9/18,18,6,9,5,0,0,0,0
Marietta Street Artery,6/10/18,18,6,10,6,0,0,0,0
Marietta Street Artery,6/11/18,18,6,11,0,0,0,0,1
Marietta Street Artery,6/12/18,18,6,12,1,0,0,0,0
Marietta Street Artery,6/13/18,18,6,13,2,0,0,0,0
Marietta Street Artery,6/14/18,18,6,14,3,0,0,0,0
Marietta Street Artery,6/15/18,18,6,15,4,0,0,0,1
Marietta Street Artery,6/16/18,18,6,16,5,0,0,0,1
Marietta Street Artery,6/17/18,18,6,17,6,0,0,0,0
Marietta Street Artery,6/18/18,18,6,18,0,0,0,0,0
Marietta Street Artery,6/19/18,18,6,19,1,0,0,0,0
Marietta Street Artery,6/20/18,18,6,20,2,0,0,0,0
Marietta Street Artery,6/21/18,18,6,21,3,0,0,0,0
Marietta Street Artery,6/22/18,18,6,22,4,0,0,0,0
Marietta Street Artery,6/23/18,18,6,23,5,0,0,0,0
Marietta Street Artery,6/24/18,18,6,24,6,0,0,0,0
Marietta Street Artery,6/25/18,18,6,25,0,0,0,0,2
Marietta Street Artery,6/26/18,18,6,26,1,0,0,0,0
Marietta Street Artery,6/27/18,18,6,27,2,0,0,0,2
Marietta Street Artery,6/28/18,18,6,28,3,0,0,0,1
Marietta Street Artery,6/29/18,18,6,29,4,0,0,0,0
Marietta Street Artery,6/30/18,18,6,30,5,0,0,0,0
Marietta Street Artery,7/1/18,18,7,1,6,0,0,0,0
Marietta Street Artery,7/2/18,18,7,2,0,0,0,0,0
Marietta Street Artery,7/3/18,18,7,3,1,0,0,0,0
Marietta Street Artery,7/4/18,18,7,4,2,0,0,0,1
Marietta Street Artery,7/5/18,18,7,5,3,0,0,0,0
Marietta Street Artery,7/6/18,18,7,6,4,0,0,0,2
Marietta Street Artery,7/7/18,18,7,7,5,0,0,0,1
Marietta Street Artery,7/8/18,18,7,8,6,0,0,0,2
Marietta Street Artery,7/9/18,18,7,9,0,0,0,0,0
Marietta Street Artery,7/10/18,18,7,10,1,0,0,0,0
Marietta Street Artery,7/11/18,18,7,11,2,0,0,0,0
Marietta Street Artery,7/12/18,18,7,12,3,0,0,0,0
Marietta Street Artery,7/13/18,18,7,13,4,0,0,0,0
Marietta Street Artery,7/14/18,18,7,14,5,0,0,0,0
Marietta Street Artery,7/15/18,18,7,15,6,0,0,0,1
Marietta Street Artery,7/16/18,18,7,16,0,0,0,0,1
Marietta Street Artery,7/17/18,18,7,17,1,0,0,0,1
Marietta Street Artery,7/18/18,18,7,18,2,0,0,0,1
Marietta Street Artery,7/19/18,18,7,19,3,0,0,0,2
Marietta Street Artery,7/20/18,18,7,20,4,0,0,0,0
Marietta Street Artery,7/21/18,18,7,21,5,0,0,0,0
Marietta Street Artery,7/22/18,18,7,22,6,0,0,0,0
Marietta Street Artery,7/23/18,18,7,23,0,0,0,0,0
Marietta Street Artery,7/24/18,18,7,24,1,0,0,0,0
Marietta Street Artery,7/25/18,18,7,25,2,0,0,0,0
Marietta Street Artery,7/26/18,18,7,26,3,0,0,0,1
Marietta Street Artery,7/27/18,18,7,27,4,0,0,0,0
Marietta Street Artery,7/28/18,18,7,28,5,0,0,0,1
Marietta Street Artery,7/29/18,18,7,29,6,0,0,0,0
Marietta Street Artery,7/30/18,18,7,30,0,0,0,0,2
Marietta Street Artery,7/31/18,18,7,31,1,0,0,0,0
Marietta Street Artery,8/1/18,18,8,1,2,0,0,0,0
Marietta Street Artery,8/2/18,18,8,2,3,0,0,0,2
Marietta Street Artery,8/3/18,18,8,3,4,0,0,0,2
Marietta Street Artery,8/4/18,18,8,4,5,0,0,0,0
Marietta Street Artery,8/5/18,18,8,5,6,0,0,0,2
Marietta Street Artery,8/6/18,18,8,6,0,0,0,0,0
Marietta Street Artery,8/7/18,18,8,7,1,0,0,0,0
Marietta Street Artery,8/8/18,18,8,8,2,0,0,0,0
Marietta Street Artery,8/9/18,18,8,9,3,0,0,0,0
Marietta Street Artery,8/10/18,18,8,10,4,0,0,0,1
Marietta Street Artery,8/11/18,18,8,11,5,0,0,0,2
Marietta Street Artery,8/12/18,18,8,12,6,0,0,0,0
Marietta Street Artery,8/13/18,18,8,13,0,0,0,0,0
Marietta Street Artery,8/14/18,18,8,14,1,0,0,0,0
Marietta Street Artery,8/15/18,18,8,15,2,0,0,0,0
Marietta Street Artery,8/16/18,18,8,16,3,0,0,0,0
Marietta Street Artery,8/17/18,18,8,17,4,0,0,0,0
Marietta Street Artery,8/18/18,18,8,18,5,0,0,0,0
Marietta Street Artery,8/19/18,18,8,19,6,0,0,0,0
Marietta Street Artery,8/20/18,18,8,20,0,0,0,0,1
Marietta Street Artery,8/21/18,18,8,21,1,0,0,0,0
Marietta Street Artery,8/22/18,18,8,22,2,0,0,0,1
Marietta Street Artery,8/23/18,18,8,23,3,0,0,0,1
Marietta Street Artery,8/24/18,18,8,24,4,0,0,0,0
Marietta Street Artery,8/25/18,18,8,25,5,0,0,0,0
Marietta Street Artery,8/26/18,18,8,26,6,0,0,0,1
Marietta Street Artery,8/27/18,18,8,27,0,0,0,0,0
Marietta Street Artery,8/28/18,18,8,28,1,0,0,0,2
Marietta Street Artery,8/29/18,18,8,29,2,0,0,0,2
Marietta Street Artery,8/30/18,18,8,30,3,0,0,0,0
Marietta Street Artery,8/31/18,18,8,31,4,0,0,0,0
Marietta Street Artery,9/1/18,18,9,1,5,0,0,0,1
Marietta Street Artery,9/2/18,18,9,2,6,0,0,1,2
Marietta Street Artery,9/3/18,18,9,3,0,0,0,0,1
Marietta Street Artery,9/4/18,18,9,4,1,0,0,0,0
Marietta Street Artery,9/5/18,18,9,5,2,0,0,0,0
Marietta Street Artery,9/6/18,18,9,6,3,0,0,1,0
Marietta Street Artery,9/7/18,18,9,7,4,0,0,0,1
Marietta Street Artery,9/8/18,18,9,8,5,0,0,0,0
Marietta Street Artery,9/9/18,18,9,9,6,0,0,0,1
Marietta Street Artery,9/10/18,18,9,10,0,0,0,0,1
Marietta Street Artery,9/11/18,18,9,11,1,0,0,0,1
Marietta Street Artery,9/12/18,18,9,12,2,0,0,0,0
Marietta Street Artery,9/13/18,18,9,13,3,0,0,0,0
Marietta Street Artery,9/14/18,18,9,14,4,0,0,0,1
Marietta Street Artery,9/15/18,18,9,15,5,0,1,0,2
Marietta Street Artery,9/16/18,18,9,16,6,0,0,0,0
Marietta Street Artery,9/17/18,18,9,17,0,0,0,0,1
Marietta Street Artery,9/18/18,18,9,18,1,0,0,1,1
Marietta Street Artery,9/19/18,18,9,19,2,0,0,0,0
Marietta Street Artery,9/20/18,18,9,20,3,0,0,0,1
Marietta Street Artery,9/21/18,18,9,21,4,0,0,0,1
Marietta Street Artery,9/22/18,18,9,22,5,0,0,0,0
Marietta Street Artery,9/23/18,18,9,23,6,0,0,0,1
Marietta Street Artery,9/24/18,18,9,24,0,0,0,0,1
Marietta Street Artery,9/25/18,18,9,25,1,0,0,0,1
Marietta Street Artery,9/26/18,18,9,26,2,0,0,0,1
Marietta Street Artery,9/27/18,18,9,27,3,0,0,0,0
Marietta Street Artery,9/28/18,18,9,28,4,0,0,0,0
Marietta Street Artery,9/29/18,18,9,29,5,0,0,0,4
Marietta Street Artery,9/30/18,18,9,30,6,0,0,1,1
Marietta Street Artery,10/1/18,18,10,1,0,0,0,0,2
Marietta Street Artery,10/2/18,18,10,2,1,0,0,0,0
Marietta Street Artery,10/3/18,18,10,3,2,0,0,0,2
Marietta Street Artery,10/4/18,18,10,4,3,0,0,0,0
Marietta Street Artery,10/5/18,18,10,5,4,0,0,0,2
Marietta Street Artery,10/6/18,18,10,6,5,0,0,0,0
Marietta Street Artery,10/7/18,18,10,7,6,0,0,0,0
Marietta Street Artery,10/8/18,18,10,8,0,0,0,0,2
Marietta Street Artery,10/9/18,18,10,9,1,0,0,0,0
Marietta Street Artery,10/10/18,18,10,10,2,0,0,0,1
Marietta Street Artery,10/11/18,18,10,11,3,0,0,0,2
Marietta Street Artery,10/12/18,18,10,12,4,0,0,0,0
Marietta Street Artery,10/13/18,18,10,13,5,0,0,0,1
Marietta Street Artery,10/14/18,18,10,14,6,0,0,0,0
Marietta Street Artery,10/15/18,18,10,15,0,0,0,0,0
Marietta Street Artery,10/16/18,18,10,16,1,0,0,0,1
Marietta Street Artery,10/17/18,18,10,17,2,0,0,0,0
Marietta Street Artery,10/18/18,18,10,18,3,0,0,0,1
Marietta Street Artery,10/19/18,18,10,19,4,0,0,0,0
Marietta Street Artery,10/20/18,18,10,20,5,0,0,0,0
Marietta Street Artery,10/21/18,18,10,21,6,0,0,0,0
Marietta Street Artery,10/22/18,18,10,22,0,0,0,1,2
Marietta Street Artery,10/23/18,18,10,23,1,0,0,0,1
Marietta Street Artery,10/24/18,18,10,24,2,0,0,0,0
Marietta Street Artery,10/25/18,18,10,25,3,0,0,0,0
Marietta Street Artery,10/26/18,18,10,26,4,0,0,0,0
Marietta Street Artery,10/27/18,18,10,27,5,0,0,0,0
Marietta Street Artery,10/28/18,18,10,28,6,0,0,0,0
Marietta Street Artery,10/29/18,18,10,29,0,0,0,0,0
Marietta Street Artery,10/30/18,18,10,30,1,0,0,0,1
Marietta Street Artery,10/31/18,18,10,31,2,0,0,0,0
Marietta Street Artery,11/1/18,18,11,1,3,0,1,0,0
Marietta Street Artery,11/2/18,18,11,2,4,0,0,0,0
Marietta Street Artery,11/3/18,18,11,3,5,0,0,0,0
Marietta Street Artery,11/4/18,18,11,4,6,0,0,0,0
Marietta Street Artery,11/5/18,18,11,5,0,0,0,0,1
Marietta Street Artery,11/6/18,18,11,6,1,0,0,0,0
Marietta Street Artery,11/7/18,18,11,7,2,0,0,0,1
Marietta Street Artery,11/8/18,18,11,8,3,0,0,0,1
Marietta Street Artery,11/9/18,18,11,9,4,0,0,0,0
Marietta Street Artery,11/10/18,18,11,10,5,0,0,0,0
Marietta Street Artery,11/11/18,18,11,11,6,0,0,0,0
